word,frequency
thin_flexible_tube,2
thin_fragile,4
thin_fragile_skin,3
thin_liquid,20
thin_liquid_diet,3
thin_metal,2
thin_plastic,2
thin_sheath,1
thin_sterile,3
thin_thick,2
thin_tissue,1
thing,294
thing_concentrate,6
thing_daily_basis,3
thing_differently,2
thing_group_people,2
thing_guy,2
thing_permission,2
thing_real,1
thing_trigger,2
thing_worry,2
things,6
thingy,1
think,914
think_allege_rape,2
think_behave,2
think_behave_normally,1
think_birthmark,2
think_break_rib,2
think_clearly,5
think_deal_with,2
think_disorder_manifest,2
think_emotion,9
think_emotion_impair,2
think_feel_behave,2
think_funny,1
think_have_stroke,4
think_hi,3
think_joke,2
think_love,2
think_maybe,6
think_odd,2
think_okay,6
think_okay_ln,2
think_pathological,4
think_pretty,2
think_process,9
think_process_relate,1
think_reason,19
think_receive_diflucan,2
think_remember,8
think_remember_review,2
think_resolve_unaware,2
think_rod_handrail,3
think_room_board,2
think_suppose_post,3
thinker,2
thinking,273
thinking_altered,1
thinking_behavior,12
thinking_disorganized,1
thinking_emotion,7
thinking_emotion_behavior,1
thinking_judgment,3
thinking_judgment_behavior,2
thinking_language,16
thinking_language_judgement,2
thinking_memory,10
thinking_memory_reasoning,3
thinking_mood,2
thinking_mood_behavior,2
thinking_personality,3
thinking_reasoning,7
thinking_reasoning_memory,2
thinking_reasoning_remember,1
thinking_skill,16
thinking_skill_cause,1
thinking_social,14
thinking_social_ability,1
thinking_understanding,2
thinking_unpredictable,1
thinned,2
thinner,7
thinning,18
thinning_blood,1
thinning_bone,1
thinning_drug,3
thinning_drug_staff,2
third,7
thirdly,1
thirst,37
thirst_dry,2
thirst_excessive,2
thirst_excretion,2
thirsty,10
thirsty_ask,1
thirteen,9
thirteen_13,2
thirty,128
thirty_30,75
thirty_30_day,5
thirty_minute,17
thirty_minute_hour,2
thirty_minute_later,2
thirty_second_exposure,3
this,194
this_failure,10
this_failure_result,3
this_violation,19
thisfacility,2
thisfailurecompromisedtheresident,1
thompson,1
thoracentesis,1
thoracic,22
thoracic_spine,3
thoracic_vertebra,4
thoracic_vertebral,2
thoracic_wall,1
thoracicspine,1
thoraco,1
thoracolumbar,1
thoracolumbosacralorthoses,2
thoracostomy,1
thoracotomy,2
thorax,4
thorazine,6
thorn,2
thorough,137
thorough_cleaning,2
thorough_competency,2
thorough_continuous,2
thorough_identification,2
thorough_investigation,40
thorough_investigation_complete,3
thorough_investigation_conduct,17
thorough_search,2
thoroughly,262
thoroughly_chew,2
thoroughly_chew_food,2
thoroughly_investigate,98
thoroughly_investigate_allegation,5
thoroughly_investigate_alleged,16
thoroughly_investigate_situation,1
thoroughly_investigated,1
thoroughly_promptly,5
thoroughly_screen,2
thoroughly_train,3
those,3
thought,194
thought_72,2
thought_bizarre,2
thought_bizarre_behavior,2
thought_commit,2
thought_content,1
thought_disorder,6
thought_disorganized,1
thought_emotion,12
thought_emotion_behavior,8
thought_feeling,5
thought_feeling_behavior,4
thought_hurt,3
thought_kill,2
thought_process,30
thought_process_follow,5
thought_speech,3
thoughts,4
thousand,29
thousand_dollar,10
thousand_hemoglobin,1
thousand_normal,1
thousandth,1
thrash,13
thrash_bed,4
thrash_hooded,2
thrash_seat,2
thread,5
threaded,1
thready,2
thready_weak,2
threat,154
threat_deficient,2
threat_intimidation,2
threat_kill,2
threat_likely,2
threat_physical_emotional,2
threat_punishment,7
threat_punishment_deprivation,6
threat_self,6
threat_self_harm,2
threat_threat,2
threaten,550
threaten_amount,3
threaten_amount_alcohol,3
threaten_assaultive,2
threaten_bacterial,3
threaten_bring,2
threaten_choke,6
threaten_come_shoot,3
threaten_complication,6
threaten_complication_infection,2
threaten_condition,53
threaten_condition_clinical,2
threaten_cursing,3
threaten_cut_wrist,2
threaten_demeaning,2
threaten_hit_baseball,3
threaten_kill,15
threaten_organism,1
threaten_posture,1
threaten_scream,6
threaten_scream_curse,3
threaten_slice,2
threaten_sue,2
threaten_welfare,29
threaten_welfare_safety,15
threatened,4
threatening,33
threatening_behavior,6
threatening_behavior_3,2
threatening_manner,9
threats,1
three,7
threshold,7
threshold_room,2
threw,1
threwthem,1
thrill,10
thrill_vibration,2
thrive,52
throat,129
throat_attach,2
throat_begin,1
throat_choke,2
throat_effort,2
throat_esophagus,2
throat_muscle,1
throat_stomach,4
throat_stomach_stomach,2
throb,5
throb_pain,3
throbbing,1
thrombectomy,9
thrombectomy_necessary,2
thrombectomy_necessary_patient,2
thrombectomy_surgical,2
thrombocyte,1
thrombocytopenia,4
thromboembolic,1
thromboplastin,1
thrombosis,43
thrombosis_blood,6
thrombosis_clot,2
thrombosis_deep,2
thrombosis_dvt,13
thrombosis_dvt_occur,2
thrombus,4
thrompocytopenic,1
through,2
throughout,2
throw,371
throw_big_book,2
throw_book,10
throw_book_floor,2
throw_book_hit,2
throw_bottle,6
throw_bottle_water,2
throw_cigarette,3
throw_cup,14
throw_cup_water,3
throw_fit,2
throw_furniture,2
throw_garbage,3
throw_garbage_dca,2
throw_ground,1
throw_item,5
throw_item_include,2
throw_juice,2
throw_key,2
throw_knife,3
throw_knife_attack,1
throw_meal_tray,2
throw_object,11
throw_pen,2
throw_pillow,10
throw_plastic_cup,2
throw_plate,2
throw_plate_food,2
throw_pound_dumbbell,2
throw_punch,4
throw_remote,2
throw_salsa,16
throw_salsa_eye,3
throw_salsa_face,3
throw_soda,6
throw_soda_drink,5
throw_street,3
throw_thing,17
throw_things,2
throw_trash,3
throw_tray,3
throw_underwear,7
throw_underwear_client,3
throw_water,19
throwing,1
throwingthem,1
thrush,6
thrust,27
thrusting,1
thud,7
thumb,72
thumb_abrasion,1
thumb_burn,1
thumb_finger,2
thumb_hand,6
thumb_index,2
thumb_joint,5
thumb_laceration,2
thumb_laceration_require,2
thumb_topically,2
thump,9
thump_noise,1
thump_sound,1
thumping,2
thursday,88
thursday_1,3
thursday_8,2
thursday_friday,3
thursday_saturday,6
thyroid,48
thyroid_gland,10
thyroid_hormone,8
thyroid_replacement,2
thyroid_stimulate,3
thyroid_stimulate_hormone,3
thyroid_tablet,2
tia,3
tib,1
tibia,99
tibia_anklebone,2
tibia_fibula,23
tibia_fibula_bone,2
tibia_fibula_fracture,1
tibia_fibular,2
tibia_fracture,11
tibia_fracture_fracture,1
tibia_inner,4
tibia_inner_large,2
tibia_low_leg,3
tibia_plateaus,2
tibia_shaft,2
tibia_shaft_fracture,2
tibia_shin,2
tibia_transverse,1
tibial,20
tibial_low,1
tibial_plateau,4
tibial_plateau_fracture,2
tibial_shaft,3
tibiofibular,1
tibiopeoneal,1
tibula,2
tic,2
tick,2
ticket,21
ticket_cost,2
ticket_diet,2
ticket_home,1
ticket_non,2
ticket_parking,2
tickle,3
tid,42
tid_meal,1
tid_prn,1
tid_seizure,3
tid_time,6
tid_time_day,6
tid_treat,1
tidal,1
tie,240
tie_bedsheet,3
tie_corner,3
tie_corner_wheelchair,2
tie_dining,7
tie_dining_chair,1
tie_dining_room,3
tie_down,18
tie_down_secure,1
tie_handrail,3
tie_immobilize,1
tie_knot,5
tie_neck,8
tie_neck_prevent,2
tie_plastic,2
tie_strap,4
tie_towel,2
tie_waist,2
tied,1
tiger,2
tight,58
tight_fist,2
tight_fit,2
tight_hurt,2
tight_muscle,2
tight_shoe,2
tighten,6
tightening,6
tightening_muscle,1
tightening_shortening,2
tightly,33
tightly_wrap,3
tightness,18
tightness_contracture,1
tightness_waist,5
tile,33
tile_floor,2
tile_sheetrock,1
tile_wall,2
tiled,3
tiled_floor,3
till,22
till_5,4
tilt,45
tilt_forward,6
tilt_forward_fall,2
tilt_head,3
tilt_right,4
tilted,1
tilting,2
timby,1
time,7010
time_1,6
time_10,14
time_11,12
time_12,8
time_3,12
time_4,15
time_5,6
time_6,1
time_7,25
time_8,6
time_9,13
time_ac_meal,3
time_background_photo,2
time_close_proximity,8
time_day_neuropathic,2
time_day_qid,2
time_day_tid,8
time_distract,5
time_dose_ativan,2
time_dose_skip,7
time_episode_incontinence,1
time_exception,4
time_extra_dos,5
time_fall,2
time_frame,103
time_frame_qidp,1
time_gt_replacement,2
time_hip_dislocate,2
time_hurt_bad,1
time_incident,3
time_informed_decision,2
time_jt_replacement,2
time_legible,2
time_lithium_carbonate,2
time_method_communication,5
time_month_12,2
time_observed_towel,2
time_photograph_video,2
time_pinch_nipple,3
time_place_golfer,2
time_podiatrist_podiatrist,2
time_psychogenic_pruritus,2
time_repeat_week,3
time_respond_adequately,2
time_sixteen,2
time_smoking,2
time_sr_pt,1
time_start_11,4
time_surgical_excision,2
time_time_frame,2
time_trouble_speak,2
time_urinate_feel,2
time_visual_contact,6
time_way_intercom,2
time_week_monday,6
time_week_tolerate,5
time_week_tuesday,3
time_work_minor,2
timeand,2
timecard,3
timeframe,104
timeframe_meet,1
timeframe_notice,1
timeline,18
timeliness,7
timely,436
timely_12,2
timely_appropriate_intervention,3
timely_basis,5
timely_delivery,2
timely_detection,3
timely_effective,7
timely_effective_manner,4
timely_intervention_reduce,4
timely_manner,150
timely_manner_lead,1
timely_manner_potentially,2
timely_manner_stipulate,2
timely_pain_management,2
timely_result_delay,1
timer,4
times,27
timesshe,1
timetable,20
timing,16
timing_notice,2
timolol,3
tin,1
tinea,4
tinea_pedi,3
tinetti,2
ting,1
tinge,3
tinged,15
tinged_drainage,1
tinged_urine,1
tingle,9
tingle_loss,1
tingling,4
tiny,21
tiny_blood,3
tip,147
tip_backwards,5
tip_backwards_wheelchair,2
tip_coat,2
tip_femoral,2
tip_finger,6
tip_forward,1
tip_penis,7
tip_test_strip,2
tip_thumb,2
tip_w,3
tip_w_c,1
tip_wc,2
tipper,2
tipping,2
tipsandarticlesondevicesafety,1
tire,5
tired,120
tired_expletive,2
tired_feeling,4
tired_request,5
tired_risk_fall,2
tired_sweaty,1
tired_wait,1
tired_weak,3
tiredness,3
tissue,1209
tissue_beneath,2
tissue_breakdown_poor,3
tissue_character,2
tissue_cover,16
tissue_cover_brain,8
tissue_damage,18
tissue_dangerous,3
tissue_dangerous_condition,2
tissue_destruction,5
tissue_enclose,1
tissue_eschar,1
tissue_extend,3
tissue_fascia,2
tissue_function_septic,1
tissue_granulation,3
tissue_improve_healing,3
tissue_injury,33
tissue_line_inner,1
tissue_loss,43
tissue_loss_base,5
tissue_loss_expose,1
tissue_make_hard,1
tissue_necrosis,17
tissue_necrosis_death,4
tissue_organ,6
tissue_painful,6
tissue_perfusion,2
tissue_process_separate,4
tissue_ref,1
tissue_render,4
tissue_result_prolonged,11
tissue_ruptured,3
tissue_stringy,2
tissue_stringy_thick,2
tissue_surround,7
tissue_swell,5
tissue_swelling,3
tissue_tan,4
tissue_thickness_loss,2
tissue_ulceration,3
tissue_ulceration_tissue,2
tissue_underneath,2
tissue_usually,30
tissue_wheeze,2
tissues,3
titanium,2
titanium_metal,2
title,4245
title_17_50510,9
title_22,333
title_22_72311,7
title_22_72315,2
title_22_ccr,3
title_22_div5,2
title_22_section,10
title_24_cac,2
title_42_code,3
title_42_federal,5
title_abuse,8
title_abuse_neglect,2
title_abuse_prevention,11
title_abuse_prohibition,1
title_actual_fall,8
title_adl_self,1
title_alteration_comfort,1
title_alteration_mood,1
title_aspiration_precaution,2
title_business,54
title_california_standard,33
title_combine,54
title_continuum,2
title_departmental,10
title_deposit,1
title_diagnostic_laboratory,2
title_discharge_summary,11
title_elder_dependent,1
title_face_sheet,6
title_final_x,2
title_food_preparation,2
title_grievance_concern,3
title_hot_summer,2
title_intake_output,2
title_lab_diagnostic,2
title_license_personnel,3
title_management_scabi,2
title_mds,24
title_nasogastric_tube,1
title_nourishment_snack,2
title_omni,2
title_omni_view,2
title_operative_report,4
title_ops302,2
title_pain_management,2
title_passy_muir,1
title_prehospital,2
title_prehospital_care,2
title_prevention_control,2
title_psychotherapeutic_drug,1
title_pulse_oximetry,3
title_refrigerated,2
title_refrigerated_storage,1
title_release_responsibility,3
title_right_protection,51
title_risk_hypoglycemia,4
title_sanitation_infection,2
title_sbar_situation,5
title_soc_,2
title_summary_finding,6
title_timeline,2
title_tracheostomy_replacement,2
title_urinalysis_collection,2
title_v,4
title_ventilation_function,2
title_wandering_elopement,2
title_warning_precaution,1
title_xxii,2
title_yearly,5
titled,3
titrate,4
titrate_oxygen,4
titrating,2
titration,4
titty,1
tizanidine,14
tizanidine_8,2
tizanidine_order,3
tl,16
tl_team,2
tl_team_leader,2
tlso,9
tlso_oob,4
tm,29
tm_2,4
tm_3,2
tm_hit,2
tm_hit_head,2
tmc,1
tmd,7
tn,132
tn1,2
tn_tn,2
to,172
to1,3
to100,2
to11,1
to145,1
to15,1
toast,12
toaster,1
tobacco,20
tobacco_product,3
tobacco_product_smoking,2
tobacco_use,5
tobramycin,1
today,196
today_12,2
today_5,2
today_be_go,2
todph,1
toe,493
toe_0,1
toe_amputation,1
toe_ball,2
toe_bend,3
toe_dementia_loss,2
toe_gangrene,8
toe_gangrene_3,2
toe_gangrene_infect,2
toe_left_foot,7
toe_metatarsal,1
toe_nail,3
toe_necessary_care,2
toe_pinch,2
toe_swollen,1
toenail,31
toenail_foot,1
toenail_grow,2
toes,5
together,2
toggle,7
toggle_switch,4
toherupperandlowerextremities,1
toilet,1031
toilet_bathing,7
toilet_bathing_require,1
toilet_bowl,11
toilet_chair_seat,2
toilet_cleanse_self,3
toilet_commode,7
toilet_commode_bathroom,2
toilet_ground_termination,2
toilet_hear_scream,2
toilet_incontinent_bowel,1
toilet_leave_unattended,2
toilet_look_like,2
toilet_paper,6
toilet_personal_hygiene,3
toilet_pry,2
toilet_seat,20
toilet_skills,4
toilet_staff_j,4
toilet_sustain_fractured,4
toilet_use,199
toilet_use_bathing,8
toilet_use_md,3
toilet_use_personal,1
toileted,6
toileting,247
toileting_bathing,6
toileting_bathing_extensive,2
toileting_dressing,4
toileting_grooming,2
toileting_hygiene,3
toileting_personal,24
toileting_personal_hygiene,11
toileting_program,5
toileting_schedule,11
toiletry,5
toiletting,1
token,3
tol,1
told,4
told_rn,2
tolerable,5
tolerable_level,1
tolerance,79
tolerance_decrease,1
tolerance_diet,3
tolerance_form,2
tolerance_opioid,2
tolerant,1
tolerate,196
tolerate_90,1
tolerate_exercise,4
tolerate_feeding,3
tolerate_gt,4
tolerate_gt_feeding,2
tolerate_pmv,5
tolerate_rom,2
tolerate_rom_exercise,2
tolerate_tf,2
tolerate_therapy_ot,2
tolerate_thickened,2
tolerate_tube_feed,2
tolerate_tube_feeding,2
tolerated,6
toleration,1
tolnaftate,1
tolterodine,1
tomato,13
tomato_shower,1
tomato_slice,1
tomography,130
tomography_cat,2
tomography_combine,3
tomography_computerized,1
tomography_ct,6
tomography_ct_scan,1
tomography_detailed,1
tomography_diagnostic,1
tomography_scan,10
tomography_special,2
tomography_specialize,1
tomorrow,21
tomorrow_24,1
tone,68
tone_posture,7
tone_voice,11
tong,1
tongue,56
tongue_hang,3
tongue_hang_mouth,1
tongue_lip,1
tongue_stick,3
tongue_throat,3
tonic,3
tonight,11
tonite,1
too,2
took,2
tool,1420
tool_date,671
tool_date_1,6
tool_date_10,5
tool_date_11,8
tool_date_12,3
tool_date_2,7
tool_date_3,2
tool_date_4,11
tool_date_5,7
tool_date_6,5
tool_date_7,7
tool_date_8,10
tool_date_9,6
tool_date_april,6
tool_date_december,8
tool_date_january,7
tool_date_july,10
tool_date_june,11
tool_date_november,11
tool_date_september,9
tool_facilitate,3
tool_guide,6
tool_guide_care,2
tool_predict,3
tool_use_scoring,9
toolkit,10
tooth,212
tooth_ache,1
tooth_brush,4
tooth_cavity,2
tooth_cavity_repair,2
tooth_comb,2
tooth_comb_hair,2
tooth_day_floss,3
tooth_decay,3
tooth_dentist,3
tooth_denture,2
tooth_extract,6
tooth_extraction,7
tooth_hurt,3
tooth_hurt_client,2
tooth_impression,1
tooth_indentation,2
tooth_latch,2
tooth_number,4
tooth_number_18,2
tooth_pain_10,2
tooth_paste,2
tooth_pull,2
tooth_tooth,1
toothbrush,51
toother,1
toothless,1
toothpaste,1
toothpick,4
toothpick_pocket,2
toothpick_pocket_mouth,2
top,9
top_hand,1
topamax,3
topatient,4
topaz,1
topeka,3
topeka_avenue,2
topic,26
topic_discuss,2
topic_ii,3
topical,53
topical_agent,3
topical_antibiotic,2
topical_antimicrobial,1
topical_cream,6
topical_etc,1
topical_medication,8
topical_steroid,2
topically,23
topically_apply,1
topically_bedtime,1
topically_morning,2
topically_time,2
topics,1
topiramate,1
topmost,2
topmost_layer,2
topography,1
topper,4
topper_observe,2
topple,6
topple_client,3
toradol,6
tore,1
toresident,1
torn,8
torn_jagged,2
torn_jagged_wound,2
torn_skin,2
torsion,1
torso,32
torso_central,2
torso_central_body,2
torso_shoulder,2
torso_trauma,1
tortilla,4
tortuous,1
torture,1
tosection,1
toss,12
toss_ring,2
total,1173
total_,100
total_10_represent,2
total_154,3
total_154_total,2
total_15_lb,2
total_16,2
total_17_pound,4
total_360,2
total_41,3
total_57,55
total_60_mg,2
total_62,3
total_720,2
total_8,4
total_900,3
total_960,2
total_990,2
total_assistance,60
total_assistance_adls,2
total_body_weight,3
total_census,9
total_dependence,35
total_dependence_adl,2
total_dependence_require,3
total_dependence_staff,10
total_dependency,1
total_dependent_staff,7
total_dos,6
total_equal,1
total_fluid_intake,4
total_hip_replacement,11
total_intake_output,2
total_knee_arthroplasty,2
total_knee_replacement,3
total_lack_oxygen,2
total_liquid_consume,2
total_partial,3
total_score,130
total_score_10,21
total_score_13,6
total_score_15,6
total_score_16,6
total_score_18,3
total_score_9,2
total_severity_score,2
total_weight_loss,5
totaled,1
totally,392
totally_depend,2
totally_dependent,334
totally_dependent_bathing,2
totally_dependent_staff,182
totally_nude,4
tothe,1
touch,629
touch_be_go,5
touch_breast,15
touch_breast_dcs,2
touch_contaminate,3
touch_contaminate_surface,2
touch_crotch,2
touch_female,9
touch_genital,3
touch_groin,3
touch_groin_area,2
touch_inappropriately,15
touch_inappropriately_3,2
touch_infect,2
touch_kiss,6
touch_liar,2
touch_male_peer,2
touch_nipple,2
touch_penis,4
touch_private,15
touch_private_area,6
touch_private_part,4
touch_reality,7
touch_soiled,2
touch_soiled_glove,2
touch_stimulus,4
touch_tap,4
touch_vagina,3
touch_vaginal,3
touch_vaginal_area,3
touchdown,1
touched,3
touching,54
touching_sexual,1
touching_surface,4
touchy,3
touchy_feely,2
tough,6
tough_chewy,2
tough_chewy_food,2
toughen,1
toujeo,1
tour,304
tour_accompany,2
tour_central,2
tour_concurrent_interview,2
tour_maintenance_supervisor,3
tour_nursing_station,2
tour_snf,28
tour_snf_1,25
tourette,1
tourniquet,6
tourniquet_strong,1
tow,3
towel,158
towel_blanket,2
towel_call_nasty,2
towel_dispenser,5
towel_hair,1
towel_ice,1
towel_linen,3
towel_nose_mouth,2
towel_roll,2
towel_soak,2
towel_warm,2
towelette,1
tower,5
tower_mart,4
tower_mart_locate,2
town,24
town_snf,3
toxic,51
toxic_dose,1
toxic_effect,2
toxic_encephalopathy,5
toxic_level,4
toxic_metabolic,1
toxic_substance,4
toxicity,76
toxicity_intervene,3
toxicity_intervene_event,3
toxicity_occur,1
toxicological,1
toxicology,8
toxicology_report,4
toxicology_report_date,3
toxigenic,2
toxin,33
toxin_blood,1
toxin_excess,3
toxin_waste,2
toy,18
toy_action,2
toyota,1
toÿchcqdata,7
toÿÿchcqdata,2
tp,3
tpn,1
tr,2
trace,11
trace_food,2
tracer,1
trach,101
trach_collar,6
trach_cuff,11
trach_kit,3
trach_kit_obturator,2
trach_mask,5
trach_site,2
trach_supply,3
trach_tube,13
trach_tube_place,2
trache,1
trachea,63
trachea_allow,2
trachea_breathing,1
trachea_lung,2
trachea_mouth,3
trachea_mouth_nose,2
trachea_tube,1
trachea_windpipe,5
trachea_windpipe_allow,1
tracheal,23
tracheal_suctioning,9
tracheal_tube,4
tracheo,1
tracheostomy,421
tracheostomy_connect,5
tracheostomy_connect_ventilator,3
tracheostomy_cuff,5
tracheostomy_gastrostomy_tube,3
tracheostomy_incision,4
tracheostomy_insertion,3
tracheostomy_opening,10
tracheostomy_opening_trachea,2
tracheostomy_peg,2
tracheostomy_replacement,3
tracheostomy_replacement_dislodge,1
tracheostomy_suction,3
tracheostomy_surgical,15
tracheostomy_surgical_procedure,3
tracheostomy_trach,5
tracheostomy_trach_care,2
tracheostomy_tube,163
tracheostomy_tube_9,2
tracheostomy_tube_change,7
tracheostomy_tube_cuff,2
tracheostomy_tube_dislodgement,2
tracheostomy_tube_insert,1
tracheostomy_tube_intact,2
tracheostomy_tube_mouth,1
tracheostomy_tube_pull,1
tracheostomy_tube_resistance,1
tracheostomy_tube_trachea,4
tracheostomy_valve,2
tracheostomy_valve_open,2
tracheostomy_ventilation,2
tracheostomy_ventilator,8
tracheotomy,22
tracheotomy_cannula,6
tracheotomy_site,3
tracheotomy_surgical,3
tracheotomy_tube,5
trachesotomy,1
tracing,1
track,131
track_analyze,2
track_infection_control,3
track_object,2
track_rash,4
track_surveillance,2
track_tool,9
tracker,6
tracking,106
tracking_form,8
tracking_mechanism,7
tracking_mechanism_don,6
tracking_scabie,18
tracking_surveillance,2
tracking_system,9
tract,444
tract_entry_portal,2
tract_human,1
tract_immature,1
tract_infection,37
tract_narrow,1
traction,2
trade,2
trademark,1
trader,1
traditional,1
traffic,21
traffic_collision,3
traffic_collision_report,3
traffic_light,1
traffic_stop,2
traffic_violation,2
trafficked,2
tragedy,1
trail,1
trailer,9
train,324
train_annually,2
train_bubble,2
train_competent,2
train_correctly,2
train_deal,4
train_deal_client,3
train_driver,3
train_kill,3
train_safe_operating,2
train_suspicious,6
train_suspicious_scabie,6
trainee,1
trainer,3
training,904
training_adaptive,2
training_ait,9
training_and,2
training_attendance,2
training_bi,2
training_competency,2
training_course,3
training_education,5
training_enable,3
training_enhance,2
training_enhance_client,2
training_mandate_reporting,2
training_orientation,4
training_past_year,1
training_program,31
training_program_system,1
training_proper,3
training_qualification,2
training_require_paragraph,37
training_session,2
training_staff_dts,2
training_supply_catheterization,2
trait,2
tram,3
tramadol,28
tramadol_100,3
tramadol_100_mg,2
tramadol_25,2
tramadol_50,5
tramadol_narcotic,2
tramadol_pain,6
tramadol_pain_medication,3
tramadol_pain_reliever,2
tran,2
tran_locate,2
trance,1
tranquilize,1
tranquilizer,1
transaction,208
transaction_history,1
transaction_necessary_survival,2
transaction_patient,57
transcribe,69
transcribe_accurately,3
transcribe_administer,2
transcribe_electronic,2
transcribe_incorrectly,2
transcribe_mar,6
transcribe_pepcid,3
transcribe_pepcid_5,2
transcribe_physician_order,2
transcribe_prn,2
transcribe_prn_need,2
transcribe_read,2
transcribed,1
transcript,3
transcript_interview,2
transcription,9
transdermal,17
transdermal_patch,3
transdermal_system,2
transdermally,2
transdisciplinary,1
transfer,10001
transfer_,51
transfer_6,27
transfer_911_alternatively,2
transfer_accord_determined,2
transfer_account_o,54
transfer_acute_care,215
transfer_acute_hospital,173
transfer_agreement_nearby,29
transfer_ambulation,63
transfer_ambulation_eating,2
transfer_ambulation_identify,1
transfer_ambulation_need,1
transfer_assisted_living,4
transfer_balance_unsteady,2
transfer_bed_wheelchair,1
transfer_board_slip,2
transfer_care,2
transfer_delay_1,4
transfer_discharge,1438
transfer_discharge_action,10
transfer_discharge_appropriate,18
transfer_discharge_box,7
transfer_discharge_describe,57
transfer_discharge_initiate,68
transfer_discharge_iv,6
transfer_discharge_location,9
transfer_discharge_necessary,15
transfer_discharge_orientation,4
transfer_discharge_policy,4
transfer_discharge_requirement,2
transfer_discharge_summary,25
transfer_discuss_safe,15
transfer_dressing_bathing,1
transfer_dressing_eat,2
transfer_dressing_eating,9
transfer_dressing_hygiene,3
transfer_dressing_personal,10
transfer_dressing_toilet,21
transfer_dressing_toileting,3
transfer_eat_toilet,6
transfer_eating_toilet,4
transfer_emergency_room,61
transfer_emergently_local,2
transfer_endanger_health,4
transfer_ensure_necessity,16
transfer_expectation_return,11
transfer_facility,2
transfer_gach,2
transfer_gach_3,2
transfer_gach_6,2
transfer_gach_evaluation,34
transfer_gach_xxxxxxx16,5
transfer_gach_xxxxxxx17,3
transfer_general,258
transfer_healthcare_institution,2
transfer_hosp,6
transfer_hospital_5,3
transfer_hospital_8,1
transfer_hospital_ambulance,5
transfer_hospital_evaluation,16
transfer_hospital_xxxxxxx17,3
transfer_hospitalization_9,2
transfer_intensive_care,20
transfer_interview_5,3
transfer_licensee_shall,29
transfer_locomotion,45
transfer_locomotion_ambulation,2
transfer_locomotion_bathing,1
transfer_locomotion_toileting,1
transfer_locomotion_unit,9
transfer_maximal,2
transfer_mobility_ambulation,3
transfer_money_business,54
transfer_phone_number,24
transfer_pole,23
transfer_pole_aid,2
transfer_pole_bed,4
transfer_pursuant_facility,2
transfer_reason_pend,27
transfer_recliner_chair,2
transfer_require_plus,1
transfer_right_appeal,25
transfer_sad,29
transfer_sad_want,29
transfer_safe_appropriate,2
transfer_sara_stand,2
transfer_snf,2
transfer_steady_able,3
transfer_surface_assistive,2
transfer_switch,3
transfer_switch_at,3
transfer_toilet_use,27
transfer_toileting_bathing,1
transfer_toileting_hygiene,2
transfer_toileting_personal,4
transfer_trauma_minimum,68
transfer_twin,4
transfer_twin_bed,4
transfer_utilize_mechanical,2
transfer_walking,32
transfer_walking_locomotion,3
transfer_walking_provide,8
transferbefore,1
transferred,6
transferresident,1
transferring,47
transferring_locomotion,7
transferring_locomotion_unit,2
transferring_toilet,5
transferring_walk,4
transferring_walk_review,2
transfers,35
transform,2
transformer,1
transfuse,3
transfuse_unit,2
transfusion,32
transient,12
transient_cerebral,3
transient_ischemic,4
transient_ischemic_attack,3
transit,8
transition,208
transition_inform,29
transition_new_ownership,2
transition_ownership,27
transition_secure,33
transition_set,29
transition_ssd_reassure,2
transitional,8
transitional_care,4
transitional_care_hospital,2
transitional_care_unit,2
transitional_housing,4
transitions,1
translate,27
translate_administrative,2
translate_administrative_staff,2
translate_austronesian,2
translate_english,2
translate_spanish,4
translation,4
translator,11
translocate,1
translocation,6
transluminal,2
transmetatarsal,1
transmission,105
transmission_base,9
transmission_base_precaution,5
transmission_communicable,3
transmission_communicable_disease,3
transmission_disease,27
transmission_disease_infection,6
transmission_scabie,1
transmission_utilization,2
transmission_utilization_special,2
transmission_verification,3
transmission_verification_report,3
transmit,61
transmit_disease,3
transmittal,16
transmittal_application,7
transmitter,24
transmitter_tester,8
transmitter_tester_prior,2
transmitter_tester_test,2
transmural,1
transp,1
transparency,2
transparent,9
transparent_dressing,5
transpire,5
transplant,6
transport,582
transport_acute,37
transport_acute_hospital,3
transport_ambulance,13
transport_dialysis_clinic,2
transport_driver,5
transport_driver_transport,2
transport_ed,5
transport_emergency,34
transport_emergency_department,10
transport_emergency_room,21
transport_emergently,2
transport_emergently_hospital,2
transport_er,6
transport_gach,20
transport_general,16
transport_hospital_emergency,4
transport_hospital_evaluation,2
transport_house,4
transport_linen,6
transport_local,11
transport_local_hospital,4
transport_mechanized,2
transport_mechanized_transfer,2
transport_people_serve,1
transport_prevent_accident,2
transport_school,3
transport_setup,1
transport_team,4
transport_urgent_care,2
transport_urgently,2
transport_van,9
transportation,176
transportation_ambulance,2
transportation_appointment,1
transportation_arrangement,2
transportation_bus,2
transportation_company,6
transportation_company_arrive,2
transportation_driver,2
transportation_escort,4
transportation_log,3
transportation_pick,3
transportation_refusal,2
transportation_team,5
transportation_van,7
transportation_van_pick,2
transportation_vehicle,4
transporter,6
transporting,3
transurethral,2
transurethral_resection,2
transverse,14
transverse_fracture,5
transverse_myelitis,3
trap,29
trapeze,1
trapped,1
trapping,2
trapping_chemical,2
trapping_chemical_control,2
trash,79
trash_attach,2
trash_bag,2
trash_bin,7
trash_can,2
trash_cigarette,2
trash_container,2
trash_inside,3
trash_jump,3
trash_locate,4
